,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274
124,10435,7200,9259,8111,2175,4196,7844,8652,13769,15244,3305,2359,4281,2555,4548,2762,6538,6626,4689,5383,5221,5469,10711,11968,12228,14195,8781,7322,8790,9384,7352,11679,6364,5239,12481,12309,4727,6975,14944,13040,1488,2475,11344,14353,1055,1438,712,1055,17385,16650,1711,1997,20778,13896,4265,5001,5981,3330,8014,7557,2131,2599,477,665,1839,1614,10375,11047,8368,8941,7348,7318,1556,1989,3451,3637,3500,3796,4109,4005,1449,1456,5103,5473,521,656,334,241,584,660,247,324,408,269,55015,54851,1818,1839,2245,2196,1727,1386,857,955,3275,3372,770,711,753,709,841,922,245,544,1516,1713,11541,12950,13450,14037,4829,4599,2372,2725,3393,3583,5764,5733,305,271,2273,2316,2737,2604,2384,2410,2818,2922,2398,2776,1452,1829,1317,1092,559,730,1906,2113,7679,4662,3275,3896,185,167,7239,8387,324,336,1417,1175,90,81,4550,3388,2017,259,790,4500,3207,2010,127,848,1572,800,763,589,607,7897,6951,7937,6988,124,324,4956,5001,3254,3929,1874,1996,2648,2287,4135,1598,2449,2421,2428,2166,1662,2163,9795,10758,13040,13922,9099,7624,3885,3493,2871,3310,2363,1925,8570,9480,1203,1655,7450,7301,865,1157,4631,4986,4001,4499,2284,3296,12274,9755,1526,2490,4142,1873,6483,6643,59,0,101,104,203,90,1442,799,2592,3003,9189,8517,2818,2628,489,456,23067,17220,3762,3551,3091,2250,4608,3908,461,327,9034,9943,4979,4713,1572,1574,1401,1268,331,15,426,13,255,240,2817,1
125,9827,7048,8617,7716,2106,4198,7580,7658,13123,14478,3847,2495,4710,2729,3987,2583,7222,6496,4910,5353,5448,5789,10122,11001,11954,14033,8006,6504,9426,8825,7142,10952,6736,5262,12558,12228,4733,6967,14323,13216,1679,2700,10779,14629,1092,1336,718,976,17558,16475,1836,1825,22024,14625,4768,5393,6088,3446,8276,7675,2173,2739,500,644,1973,1799,10168,10990,8255,8667,7450,7772,1465,1967,3407,3711,3514,4007,4246,4138,1373,1500,5267,5624,540,630,269,273,707,637,233,241,331,234,55574,55990,1973,2004,2243,2316,1697,1785,941,883,3484,3504,716,688,728,651,827,899,236,475,1458,1618,11699,13260,13980,14539,5205,4972,2242,2606,3544,3456,5703,5872,269,257,2282,2345,2461,2368,2319,2484,2602,2671,2214,2708,1438,1616,1305,1205,570,753,2122,2024,8146,4950,3207,3917,208,157,7798,8528,292,354,1495,1256,95,78,4791,3615,2073,257,709,4638,3335,2029,132,820,1572,735,734,561,540,8144,7086,7742,6893,155,299,4914,5168,3136,3998,1902,2129,2312,2439,3813,1451,2208,2407,2033,2175,1554,2212,9194,10226,13383,14451,8835,7429,4168,3586,2985,3196,2425,1897,8728,9718,1133,1618,7162,7276,927,1435,4179,4551,4251,4481,2447,3388,13833,10365,1628,2296,3949,1771,6547,6844,25,0,81,90,204,67,1219,726,2604,2976,8475,7738,3135,2824,503,470,22648,16874,3790,3664,3375,2460,5223,4177,519,333,9139,9637,5059,4870,1962,1663,1377,1315,368,15,449,15,266,215,2866,1
126,9493,7011,8635,7951,2004,3903,7322,7236,12314,13733,3398,2291,4356,2760,4188,2537,6794,6327,4880,5527,5309,5350,10004,11003,11541,14371,7879,6438,9132,8338,7021,10623,6520,5418,12091,11730,4395,6852,14219,12734,1590,2700,10266,13660,1067,1322,635,908,17034,15703,1653,1843,19829,13548,4785,4820,6336,3296,8090,7520,2022,2627,436,632,1924,1693,9888,10400,7691,8410,7114,7468,1363,1864,3223,3599,3462,3734,4110,3943,1343,1472,5225,5471,531,642,282,227,570,675,204,250,319,310,54595,54948,1720,1899,2305,2254,1651,1561,860,883,3282,3196,892,690,732,693,800,1009,264,519,1540,1644,11734,13001,13949,13965,5320,4618,2309,2416,3340,3441,5590,5673,327,276,2323,2265,2483,2277,2236,2367,2604,2565,2222,2595,1350,1623,1178,1210,509,719,1899,2073,7600,4397,3465,3827,182,125,7271,7491,306,356,1477,1201,90,97,5460,4121,2493,291,848,5364,4000,2391,148,923,1674,809,758,621,584,7726,6956,7466,7134,145,338,4842,4629,3005,3669,2029,1874,2495,2124,3915,1412,2154,2240,2143,1901,1477,2140,9044,10294,12483,13457,8601,7359,3920,3237,2780,3050,2286,2001,8150,8821,1031,1398,7215,6909,897,1122,4242,4258,3910,4413,2191,3238,12622,9758,1500,2370,4026,1700,6343,6624,37,0,76,67,206,59,1305,677,2417,2908,8343,7782,3034,2841,493,486,22121,16299,3750,3817,3521,2829,5399,4434,552,329,9436,10115,5125,5088,1778,1519,1530,1421,303,15,366,13,240,229,2873,1
127,9762,6974,8756,7694,1967,4138,6974,7311,13052,14812,3449,2284,4395,2548,4029,2562,7382,6497,5183,4914,5323,5520,9881,10815,11395,13924,8157,6244,8470,8721,6816,10800,6009,5128,12057,11947,4152,6520,14237,12903,1549,2628,10598,14156,923,1252,595,906,16962,15977,1706,1795,20354,13622,4163,4604,5706,3101,8030,7628,2291,2727,475,632,1758,1507,9999,10229,7791,8401,7002,7454,1300,1795,3092,3435,3492,3845,4091,4052,1500,1528,5204,5436,458,614,287,276,575,646,210,236,319,210,54352,54224,1686,1936,2296,2166,1829,1676,806,876,3316,3245,644,686,698,656,737,886,229,410,1417,1568,11356,12775,13502,13544,5230,4399,2182,2456,3419,3488,5372,5357,340,287,2075,2273,2226,2393,2242,2428,2817,2491,2156,2606,1233,1591,1222,1138,531,691,1908,2029,7527,4566,3071,3611,187,108,7072,7905,257,382,1394,1117,71,95,6513,5302,3042,299,864,6343,4956,2918,166,1120,1792,781,839,639,595,8009,7070,7327,6963,60,385,4982,4854,2947,3943,1943,1864,2565,2119,4189,1421,2098,2091,2272,2250,1704,2149,9009,10433,13163,14174,8753,7403,3608,3432,2962,3064,2338,1922,8301,8990,1059,1498,6942,6895,941,1254,4228,4174,3831,4502,2275,3497,12017,9505,1491,2182,3838,1741,6548,6817,44,0,62,64,182,80,1133,637,2486,2889,7992,7336,2971,2600,440,491,25011,17972,3973,3942,3785,2989,6329,4704,549,333,9639,10185,5283,5388,2066,1795,1693,1491,329,4,366,11,336,238,2940,1
128,10110,8218,9681,9071,2444,3620,9120,8343,12040,13965,3439,3061,3029,2486,3344,2894,3827,4293,4532,4094,4987,5286,10254,10080,11720,14850,9197,6610,8853,8753,7846,11831,6503,5961,11279,12158,4513,4799,16190,14998,2010,1885,10793,11934,825,1136,769,842,15650,14998,2996,2611,16229,15575,4323,5168,5812,5455,8900,8317,2038,2330,436,458,1660,1607,11303,11126,8621,9748,6703,6847,1568,1899,3492,3583,3623,3507,4516,4602,1498,1637,5613,5722,563,640,313,269,639,929,285,345,364,292,54809,56737,1990,1881,2446,2317,1612,1634,786,871,3374,3564,695,704,834,902,742,969,247,556,1280,1349,11136,12091,15796,15323,5518,4370,2217,2277,3425,3534,5469,5531,347,208,2217,2331,2757,2671,2583,2683,3047,2943,2820,2968,1533,1451,1303,1194,535,697,1894,1997,7621,5000,3286,3817,189,138,6747,8195,349,479,1331,1194,94,94,4752,3905,3191,586,1435,3676,2379,1593,125,756,2055,677,807,512,468,6786,6875,7512,6856,117,204,6025,5126,2548,3370,1860,2231,1472,1588,3653,2089,1372,1918,2041,1634,1952,2414,8584,7872,11822,13553,8624,7222,3265,3129,2927,3228,2382,1967,8665,8698,1136,1032,7193,7169,1122,1097,3824,3966,3643,4260,2994,3720,9732,9971,1528,2344,3984,3238,6701,5451,90,0,94,48,199,83,1612,751,3145,3259,9658,8702,2846,2808,428,537,19482,13671,2447,2258,2737,2430,3330,3092,208,199,8466,7636,3207,2991,1771,1904,851,1206,312,0,400,23,224,127,2256,0
129,9505,7218,9419,8535,2521,3367,8454,7410,11467,13024,3145,2820,3228,2778,2771,2766,4068,4260,4678,4156,4959,5466,9683,8853,10809,13861,7809,6315,7909,8215,7329,11333,6867,6251,10869,11266,4093,4293,16317,14425,2243,2124,9806,10716,799,1076,702,837,15019,14501,2924,2330,16413,15719,4400,5109,5789,5260,8928,8285,2052,2326,450,463,1781,1662,11228,11082,8375,9306,6840,7134,1572,1690,3476,3625,3460,3180,4342,3470,1517,1347,5661,5557,533,679,259,236,630,784,276,264,287,287,53526,56426,1976,2015,2352,2314,1832,1512,811,950,3474,3397,719,677,825,908,781,922,252,347,1196,1428,11736,11889,15717,15199,6163,4757,2159,2164,3808,3738,5868,5956,426,308,2192,2068,2685,2502,2662,2565,2829,2678,2618,2906,1368,1412,1118,1150,588,779,1665,1918,8157,5168,3052,3558,187,115,6636,7807,356,424,1270,1104,87,97,7306,6381,5411,1125,1887,5798,4604,2869,132,1075,2767,797,767,630,487,6937,7236,7484,6824,141,243,5365,4861,2423,3477,1758,2367,1848,1758,3511,2194,1340,1727,1897,1447,1684,2152,8065,7668,11961,13842,8554,7545,3043,3175,2836,3098,2303,1834,8222,8524,1087,1013,6935,6654,1184,957,3395,3562,3593,4418,2917,3950,10050,10609,1544,2208,3936,3370,6733,5509,101,0,81,20,196,60,1433,646,3084,3168,8709,7772,3017,2867,454,458,17306,12984,2405,2314,3379,3272,3738,3912,373,329,7895,7178,3182,3085,1878,2214,1259,1442,275,0,350,30,308,213,2272,0
130,9526,7434,9041,8236,2460,3574,8313,7463,10985,12996,3342,2927,3166,2588,3149,2883,4065,4446,4601,4274,5144,5434,10076,9073,11193,13838,7870,6457,8013,8234,6816,11085,6893,5912,10706,11354,4102,4453,16591,14761,2092,2015,10528,10961,813,1103,807,799,15684,14786,2836,2256,16268,15754,4065,5293,5938,5394,9060,8457,2075,2310,489,389,1806,1755,11235,11045,8517,9354,6861,6974,1542,1739,3546,3581,3514,3245,4448,3497,1482,1310,5376,5692,558,607,259,287,614,843,257,282,327,305,53697,55569,1983,2011,2368,2381,1750,1607,765,869,3509,3434,640,714,777,851,725,955,248,458,1242,1363,10892,11465,15573,14508,5604,4239,2224,2293,3710,3947,5438,5775,431,312,2214,2136,2627,2361,2697,2576,2989,2539,2701,2954,1477,1465,1321,1148,589,730,1735,1994,7876,5128,3129,3455,204,145,6772,7797,303,385,1336,1069,78,95,6967,6100,4810,971,1728,5612,4738,2613,129,932,2688,918,904,609,589,6893,6921,7744,6707,129,248,6004,4870,2425,3405,1862,2251,1584,1632,3483,2214,1370,1902,1917,1621,1771,2259,8269,8029,12302,14244,8591,7209,3223,3024,2769,2811,2398,1948,8465,8157,1124,1027,7032,6722,1192,1029,3681,3775,3372,4353,2887,3769,9720,10324,1509,2316,4012,3476,6925,5506,81,0,71,34,208,78,1551,772,3012,3284,9329,8552,2859,2885,463,618,17656,13269,2356,2166,3437,2899,3741,3824,218,264,8196,7009,3286,3124,1960,2122,1194,1514,303,0,366,36,289,162,2256,0
131,10240,7691,8162,7051,1839,2962,6281,8538,11440,10261,2512,2873,2715,2646,3630,2498,5353,5242,4849,4472,5044,4836,7974,10472,12335,16888,9378,5868,8332,9408,5752,9417,7095,6355,10619,9445,5200,6149,18463,15388,4073,2446,12774,13156,1080,1032,957,871,16821,14893,2356,2686,11843,16652,3854,5239,6239,5038,9776,8359,2242,2286,475,489,1572,1479,13026,11192,7527,9289,6478,6680,1769,1746,3303,3291,3084,3231,3862,3873,1017,1414,6109,5958,605,637,266,264,630,653,194,308,189,245,55918,56233,1779,2166,2667,2347,1553,1401,939,939,3279,3444,621,661,735,772,784,1046,192,412,1467,1533,10419,9814,14339,13400,5782,4599,2333,2461,3442,3527,5372,5562,208,255,1929,2006,2843,2590,2375,2809,2453,2658,2505,2908,1236,1249,1405,1314,595,683,1616,1546,8195,4892,3024,3544,127,69,6232,7492,363,322,1445,1199,73,94,3741,2853,1793,382,1083,4838,3523,1983,131,937,2602,466,533,479,544,6487,6348,5868,5545,29,122,5056,5905,2818,3052,1354,2087,2071,2105,2883,1906,2185,2242,2170,1758,1960,2166,7832,8427,12618,14142,8357,6411,4263,3282,1906,2630,2131,1706,7882,7744,1268,1454,9111,7677,1651,1321,4548,4984,4365,4152,3006,4290,7573,11256,1797,2713,3581,3050,6617,5657,53,0,30,34,131,64,1336,735,3057,2894,8459,8118,3254,3084,456,512,20874,14963,2142,2922,2468,2521,3267,2955,215,171,10959,12444,6040,4722,1542,2184,1169,1018,349,2,394,43,118,138,3122,0
132,9111,8276,7693,6617,1544,2170,9050,6411,9765,11846,3145,2586,2794,2094,2425,2945,5084,4926,4703,4594,4529,4928,10793,8665,12989,15337,7984,6663,8558,9593,6228,10686,6564,5515,10486,10634,5383,5624,17398,16441,2802,3425,12180,13882,857,1191,814,1057,15283,16092,3339,2609,17072,13007,3787,4369,6591,4536,9275,8839,2345,2412,363,616,1628,1628,12367,12008,7967,9649,6283,6506,1714,2127,3404,3412,3038,2973,3725,3717,1307,1270,5849,6105,574,665,317,222,584,709,227,262,287,159,57344,56720,1786,1936,2439,2402,1669,1461,960,957,3226,3697,677,517,770,777,763,932,271,405,1387,1771,9559,10771,14534,14415,5511,4861,2342,2623,3664,3555,5490,5573,264,241,1983,2027,2736,2755,2644,2723,2602,2410,2906,2809,1219,1256,1465,1266,697,651,1549,1850,7737,5539,2897,3880,215,57,6251,6953,278,438,1314,1247,113,97,4696,3796,1955,162,1057,3956,2704,2004,199,1148,2611,463,466,514,498,6450,6300,5117,5151,50,81,5896,4624,2491,3219,1591,1808,1867,1711,2562,1888,2259,2068,1917,1672,1588,2243,8526,7854,12579,14745,7455,7390,3576,3973,2105,2236,1816,1474,7042,7802,1474,1291,8252,8946,1379,1560,4671,5042,3731,4892,3666,3523,10982,8341,1595,2382,4050,3121,6123,5780,41,0,11,48,143,60,1321,781,2790,3572,8436,7858,3470,3194,443,500,22599,13761,3057,2309,2519,2481,3138,3094,220,182,11785,12034,6262,4562,2245,2054,1442,1243,298,13,377,9,182,124,3078,0
133,9703,7951,7518,6633,1349,2386,8809,7107,10783,12727,3347,2635,2954,2214,2177,2873,6019,5420,4875,4667,4966,5323,11313,9289,12845,15149,8413,6821,8921,10039,6492,10807,6313,6074,10396,11261,5857,5959,18316,16963,2947,3630,12329,15119,925,1270,969,1082,15931,16360,3518,2266,16903,13899,3695,4725,6209,4492,8758,8605,2456,2676,405,661,1567,1530,13504,13070,8304,9890,6662,6981,1755,2180,3455,3537,3205,3047,3716,3708,1271,1205,5518,5796,603,723,305,264,526,760,224,291,229,183,57529,57856,1869,1776,2368,2403,1547,1370,902,936,3251,3620,683,603,637,828,726,987,210,419,1630,1989,9491,10329,13727,13716,5281,4694,2370,2794,3539,3859,5425,5587,210,247,1976,1920,2827,2848,2739,2831,2533,2465,2729,2969,1250,1298,1517,1231,621,732,1704,2015,7510,5610,2938,3456,166,104,6174,7341,340,426,1437,1328,106,113,4782,3660,1869,196,1032,4128,2683,1920,187,1220,2679,691,639,593,595,5900,6102,5608,5569,39,95,6364,5103,2857,3827,1934,1982,2106,1881,2901,1945,2122,2018,1985,1858,1885,2351,9250,8134,12706,14228,7921,7872,4031,4321,2326,2692,1753,1401,7766,7826,1597,1352,8390,8193,1203,1491,4938,5469,3871,5186,3585,3897,11656,8923,1510,2210,4133,3129,6191,6098,50,0,20,92,124,62,1507,625,3163,3542,8547,7859,3463,3084,454,456,22600,15077,2996,2147,2300,2182,2744,2790,160,94,12579,12344,6214,4476,1793,1804,1073,1076,296,15,407,2,169,132,3272,0
134,10292,9621,9194,7941,2456,3140,7874,7749,11402,11365,2802,3499,3600,2704,3126,3117,4850,4235,4813,4203,5146,4980,9883,9306,10721,13161,7642,5193,8972,8308,7636,11662,6870,6158,10934,11198,5346,6666,15963,15021,2389,2521,10600,12358,837,1129,830,1076,16433,16026,2773,2363,16701,16744,4703,4996,7076,5954,8825,8375,1871,2551,257,378,1442,1249,11113,10637,7529,9280,6167,6993,1864,2018,4079,4334,3943,3632,4738,4529,1730,1820,5603,5784,540,614,278,245,586,739,322,343,433,398,56681,55452,2140,2344,2481,2467,2057,1790,959,1018,3963,4086,893,741,874,888,1032,1231,238,568,1247,1400,12585,13871,17238,16640,6958,5689,2389,2553,3535,2989,6330,6631,294,164,2458,2451,2857,2878,2739,2741,2845,2829,2686,2293,1528,1799,1189,1252,540,697,2034,1971,8941,6455,3671,4773,289,254,6603,8282,357,436,1301,1078,60,85,3852,3152,1730,447,839,2882,1769,1045,317,1159,1653,640,758,531,477,7364,7747,7315,6343,194,292,5508,5334,2439,2952,1635,2432,2460,1788,2618,2323,1862,1467,1955,1642,1554,2010,8403,7897,11337,12608,8171,6814,3975,3463,2690,2969,2189,1997,7278,7515,1271,1579,7891,8413,1059,1050,3843,4502,3620,4451,2692,3695,11333,11064,1547,2352,4805,3593,6770,5993,48,0,32,25,206,62,1467,825,2748,3056,9734,8865,3560,3567,572,649,17558,14459,2180,2289,2460,2771,3340,3193,484,298,8282,8962,3430,3291,1925,2191,1196,1396,338,8,382,30,259,122,2657,0
135,10474,9632,9275,7953,2483,3328,8334,8155,12200,11955,2910,3483,3523,2607,3068,3340,5059,4369,4891,4063,5466,5024,10254,9688,10871,13615,8074,5459,9581,8498,7879,12172,6487,6285,11124,11539,5371,6830,15977,15053,2250,2208,11948,14063,902,1307,904,1169,17139,16433,2829,2150,16559,17016,4880,5362,7397,6165,9538,8774,1899,2620,271,366,1405,1329,11052,10927,7911,9408,6318,6977,1851,2127,4177,4321,3950,3745,4791,4662,1690,1815,5601,5729,549,647,276,319,558,762,340,317,449,357,57806,58198,2185,2337,2497,2535,2112,1774,997,1053,3885,4428,1002,677,918,867,1025,1307,236,545,1215,1421,13300,14177,17174,17292,7489,6088,2370,2502,3824,3056,6387,6801,308,201,2505,2403,2966,2952,2813,2824,2971,2957,2590,2312,1625,1853,1298,1245,516,704,2089,2029,9677,6844,3764,4820,262,180,6993,8238,421,466,1271,1227,66,92,3915,3240,1692,431,932,3047,1892,1002,289,1238,1815,763,705,574,489,7475,7796,7317,6543,176,250,5406,5214,2447,3068,1684,2541,2526,2024,2744,2379,1874,1590,2101,1772,1561,2038,8916,7983,11507,13061,8558,6939,4087,3397,2860,2933,2103,1929,7860,7946,1243,1706,8260,9016,985,1134,4270,4622,3787,4620,2836,3760,11215,11356,1470,2261,5107,3724,6967,6111,51,0,25,27,176,85,1570,925,2927,2948,10169,9196,3685,3560,521,642,19772,14982,2140,2164,2584,2672,3474,3096,382,248,8387,8870,3312,3375,1772,2136,1335,1294,292,4,445,30,259,111,2620,0
136,10301,9008,9029,7914,2345,3393,7649,7814,12302,11795,2929,3506,3717,2655,3047,3152,5263,4390,5142,4221,5030,4768,10134,9308,10605,12326,7765,5583,9361,8565,7598,11811,6292,6003,10985,10718,4775,6612,16352,15241,2405,2071,11565,13973,842,1184,804,1067,17238,16359,3038,2238,16266,16705,4980,5174,6958,5995,9285,8830,1843,2488,287,394,1435,1331,11359,10967,7867,9528,6441,7206,2029,1967,3980,4442,3759,3622,4659,4474,1655,1695,5573,5606,528,600,292,266,675,802,275,340,426,299,56525,55800,2164,2396,2463,2474,2185,1857,957,953,3847,4311,879,690,937,902,1009,1192,238,551,1301,1517,12854,14105,17410,18046,7726,6181,2279,2419,3676,3126,6286,6619,334,213,2549,2491,3207,2976,2732,2709,2831,2711,2460,2542,1500,1860,1342,1184,558,723,2073,2003,9872,6573,3880,4706,234,153,7367,8456,428,501,1356,1069,73,73,4578,3731,1975,514,800,3180,1945,1203,349,1219,1825,765,774,582,435,7513,7431,7186,6547,169,215,5481,4884,2484,2934,1792,2460,2498,1774,2850,2416,1711,1679,1999,1368,1479,1839,8874,7963,12166,12748,8594,6759,4325,3302,2841,2813,2163,1667,8252,8113,1159,1537,8478,9008,1099,1078,3896,4599,3676,4562,2621,3771,10714,11307,1609,2150,5135,3792,6921,6436,53,0,18,29,182,67,1122,783,2720,3054,9582,9027,3669,3752,526,593,19236,14981,2296,2091,2437,2906,3295,3298,401,313,8438,9881,3472,3490,1976,2156,1206,1452,336,2,394,18,227,117,2655,0
137,9675,9204,9313,7842,2725,3627,7213,7306,11203,11154,2774,3678,3912,2839,2969,2936,5256,4516,5350,4548,5545,5198,9953,9224,10544,12516,7297,5376,8758,8162,7364,11384,6464,6132,10776,10458,5135,6578,15875,15742,2509,2831,11303,12822,848,1066,844,959,17645,16911,2597,2235,17278,17269,5184,5096,7907,6538,10050,9196,2018,2483,271,375,1609,1465,10683,10544,7687,9412,6677,7058,1938,2115,4142,4360,4033,3792,4740,4636,1651,1632,5634,5733,552,672,282,255,635,792,280,359,454,373,58548,58261,2200,2359,2558,2502,2352,1962,1004,1106,3820,4179,955,802,883,939,1041,1275,236,505,1213,1479,13070,14035,17392,17245,7448,6114,2400,2558,3782,3284,6510,6664,345,206,2644,2472,2883,2718,2950,2797,2713,2864,2679,2498,1459,1616,1212,1236,554,707,1960,1950,9800,6504,3757,4822,257,190,6536,8224,378,435,1377,1118,66,92,4641,3885,2143,552,967,3456,2156,1289,331,1278,1924,911,698,588,466,7498,7701,7276,6460,218,322,5346,5172,2333,2795,1488,2516,2569,1871,2780,2330,1829,1449,2170,1558,1537,1976,8747,7700,11514,12655,8211,6634,4038,3535,2915,2938,2096,1790,7622,8192,1352,1648,8371,9173,1191,1249,3799,4267,3717,4699,2859,3771,11743,11620,1695,2280,5270,3796,6856,6302,20,0,13,29,173,76,1347,804,2741,2976,9834,8955,3694,3794,647,600,19201,15104,2356,2286,2991,3138,3885,3495,440,331,8672,10521,3659,3630,2173,2616,1565,1684,331,11,419,13,233,125,2739,0
138,9289,7487,10052,9477,2767,5091,6687,8478,12071,12991,2576,2171,4780,3001,3467,3291,4938,4720,4754,4602,6562,6007,12970,12332,11425,14350,8389,6290,10294,11781,7990,12419,6596,7042,11678,12057,5462,4970,18015,17308,2602,2894,11479,13664,786,1361,763,939,18596,16895,3061,2984,19987,17886,5191,7164,8716,7810,9574,9568,2233,2743,350,626,1452,1567,11243,10465,7420,9501,6954,7652,2052,2245,3732,3855,3811,3717,4645,4648,1783,1588,6176,6316,581,749,294,320,888,876,315,484,298,261,50471,51053,2323,2247,2634,2488,2052,1906,951,999,3344,3796,774,760,816,897,832,1006,180,540,1108,1445,16897,17048,18006,18092,6963,6000,2751,2664,3755,3876,6851,7482,284,233,2667,2787,3247,3441,3129,3196,3087,3201,3031,3156,1495,1681,1461,1445,630,784,2180,2331,10938,7914,4453,4864,299,164,8902,10721,435,428,1590,1553,113,138,3615,2440,1577,287,964,3516,2054,1674,275,1182,1641,1210,837,479,507,7334,7202,9428,9269,176,322,5596,5819,2771,3620,1677,1540,2945,2245,3985,2275,2008,1999,2243,1760,2094,2534,10906,10655,12622,14937,7652,8086,4335,4311,2590,3300,1818,2071,8536,9684,1375,1298,9981,10118,1486,1217,4247,5179,4845,5276,3708,4639,13548,13675,2015,2750,6044,4836,6626,6780,30,0,53,69,261,104,1194,651,3049,3727,9322,8457,3214,3180,505,472,19124,15033,3042,3209,2781,2736,3699,4073,289,261,11433,11293,3889,3843,2368,2831,1322,1382,443,15,375,11,175,173,2001,0
139,8714,6779,7294,7355,1526,2794,8108,8271,10150,10922,2669,2871,3797,2382,3289,2381,4240,4038,3680,3328,3838,4184,10111,8749,9621,12724,7011,5893,6452,8969,5374,8143,5576,5416,9162,9959,4253,4523,14021,11426,1159,1380,8449,9282,767,967,584,593,12764,11762,2331,1830,13606,11746,3282,4537,6134,5427,8561,7218,1354,1695,169,342,1243,1226,9503,9199,6492,7781,5009,5270,1493,1686,3288,3361,2808,2839,3994,3973,1495,1521,5342,5255,567,668,217,187,612,690,298,319,299,271,49819,50179,1785,1934,2337,2287,1300,1196,930,950,2875,3332,681,628,784,851,732,864,185,472,1273,1409,10967,11386,15888,15278,6237,4850,2254,2493,3393,3502,4907,4929,359,225,1971,1987,2553,2600,2314,2729,2277,2497,2256,2597,1433,1537,1115,1169,542,686,1748,1751,8243,5249,2848,3339,162,122,6995,8654,389,403,1368,1025,97,97,4530,2446,2973,922,913,3892,1616,2080,264,839,1776,670,670,491,528,5847,5986,6337,6376,57,183,5077,5518,2535,2882,1368,1920,2479,2082,2831,1500,1498,1517,1516,1331,1143,1684,9231,9303,10980,12637,7380,6627,2947,2948,1908,2129,1544,1336,7099,6791,1053,980,7141,8285,728,704,3711,3353,3117,3660,2314,3175,8341,8739,1078,1734,4181,3003,5747,4963,13,0,8,25,148,74,1275,742,2688,2954,8209,8006,2708,2866,440,468,14538,12434,2048,2286,2273,1887,2521,2468,213,162,7141,8122,2906,2774,1451,1365,1180,936,252,2,317,25,148,67,2066,0
140,8510,6789,7392,7253,1716,3001,8164,8178,11050,11811,2741,2918,3553,2133,3542,2526,4725,4177,4079,3492,3908,4200,10431,9480,9783,13254,7443,6204,6798,9368,5302,8192,6042,5727,9250,10243,4845,4877,14676,11896,1206,1270,9728,10871,832,1039,665,700,13578,13226,2414,1707,13641,12272,3500,4527,6239,5590,8800,7324,1435,1748,189,345,1329,1305,10122,9412,6932,7981,5263,5378,1514,1844,3363,3474,2950,2954,3984,4049,1482,1563,5283,5350,581,660,240,210,621,741,269,347,317,220,51402,52120,1881,1996,2326,2280,1431,1365,915,994,2889,3119,588,705,777,902,821,953,203,480,1333,1444,11326,11815,16077,16023,6439,4970,2407,2569,3571,3423,5114,5219,361,255,2136,2201,2623,2403,2583,2920,2291,2454,2224,2729,1519,1586,1168,1168,565,693,1764,1797,8220,5263,2998,3434,178,146,7113,8890,435,438,1431,1162,78,102,5216,2894,3449,1053,1057,4571,1860,2266,276,860,1939,779,697,558,538,5636,5982,6320,6242,48,162,4940,5620,2681,3015,1282,1929,2611,2092,2968,1496,1695,1609,1639,1377,1373,1692,9828,9139,11388,12727,7577,6867,3240,3024,1925,2129,1702,1532,7380,7135,1231,1141,7522,8452,834,726,3917,3771,3342,3743,2402,3277,8357,8911,1148,1744,4209,3180,6170,5531,11,0,13,50,139,76,1354,712,2776,2903,8429,8144,2910,2985,426,475,16253,12673,2045,2316,2467,1800,2688,2623,298,162,7934,8941,2920,2991,1489,1641,1324,1024,280,0,331,25,164,99,2092,0
