,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274
312,10326,8294,9763,8466,2941,4740,8500,8691,13611,13889,4203,3358,3678,2929,3847,2785,5147,5091,4692,4513,5917,6079,12572,11312,9913,14502,8496,6960,8325,10403,8598,12435,8248,6292,13138,11841,4938,5219,18167,18132,2057,2512,11556,13254,714,1111,767,1034,17934,15656,3142,2621,19799,16431,5186,6000,6322,5501,7420,8412,1932,3210,247,730,1704,1593,11971,12572,9276,9679,7276,7301,1887,2177,3811,3862,3667,3460,4727,4643,1890,1764,6531,6823,602,654,292,271,739,853,276,345,531,405,56034,56924,2365,2555,2859,2667,2402,1920,941,1136,3813,4029,799,769,860,881,1036,1285,271,417,1164,1572,14072,15093,18507,18951,6988,5416,2676,2806,3651,3542,6670,6557,229,167,2553,2498,3361,3439,3249,3128,3073,2801,2867,4179,1452,1440,1407,1384,677,755,2149,2221,9605,6940,4281,4035,257,194,8064,10284,407,410,1598,1287,81,125,3237,2173,1201,236,668,2736,1750,1073,109,832,1540,559,640,387,435,8173,7723,8790,7904,176,306,6397,6174,3091,3623,2551,2632,2381,2358,3792,2126,2215,2143,2103,1834,2013,2407,11187,10278,13159,14954,11324,7965,3386,3906,3384,3286,2730,1844,9224,8561,1278,1136,8621,9753,1055,1405,4465,4936,4574,5133,4073,4812,13284,12361,1753,2368,4161,2602,5536,5840,50,0,37,37,241,59,1676,777,3351,3282,9477,9073,3600,3555,507,584,19029,14086,2171,1902,2240,2082,3138,2950,484,210,8236,7939,3001,3221,1122,1648,1387,1141,305,11,391,22,153,94,2156,0
313,10505,8104,9842,8819,3063,5186,8920,8529,12952,13504,4177,3384,3609,3100,3759,2584,5480,4910,5047,4560,6079,6193,12340,11379,10409,14392,8348,7034,7868,10417,8320,12674,8570,6729,13374,11869,4950,5284,17848,17686,2243,2700,11029,12736,660,1094,697,869,18554,16545,3110,2606,19978,17232,5432,6075,6520,5664,7614,8392,2273,3165,222,748,1760,1570,12328,12755,9131,9742,7294,7281,2004,2310,3776,4045,3882,3360,4787,4650,2006,1887,6534,6747,567,665,343,268,693,874,285,342,429,392,55880,56101,2395,2572,2889,2760,2330,2120,966,1124,3688,3922,955,721,827,830,967,1205,273,505,1162,1438,14488,15019,18085,18512,7246,5766,2637,2813,3929,3332,6578,6796,210,194,2773,2593,3534,3303,3384,3085,3212,2838,2959,3950,1467,1359,1498,1409,707,753,2038,2138,9886,7410,4399,4214,271,182,7846,9552,421,433,1604,1249,101,117,3068,1983,1125,210,697,2709,1776,1004,106,857,1474,551,823,398,401,8269,8002,8937,8549,185,391,6070,6086,3066,3409,2537,2597,2432,2110,3463,1987,2182,1783,2110,1690,2057,2500,11265,10263,13277,14870,11254,8062,3332,4240,3143,3528,3001,1843,9289,9004,1310,1113,8187,9647,1089,1398,4233,4912,4515,5302,4242,4618,13905,13254,2027,2477,4258,2718,5372,5694,50,0,16,23,241,64,1802,718,3319,3493,9700,8988,3664,3787,565,544,19162,13889,2326,2173,2149,2071,3150,3166,498,282,7819,8809,3259,3442,1247,1683,1333,1152,363,8,450,27,139,88,2082,0
314,10526,7868,10343,8345,2934,4725,8340,8345,12991,13824,3876,3252,3702,3105,3829,2586,5293,4877,4773,4493,5863,6293,12194,10468,10314,14552,7832,7522,7805,10428,8296,12416,8496,6845,13226,11788,4813,5172,17775,17740,2221,2528,11031,12690,739,1157,707,997,17732,15923,3388,2602,19101,15882,4933,6058,6367,5555,7552,8311,1971,3073,250,719,1649,1486,11570,12499,9044,9605,7397,7287,1953,2293,3599,3817,3706,3516,4675,4527,1811,1771,6533,6721,552,647,313,264,755,767,329,334,459,347,54473,55379,2423,2627,2737,2792,2205,2171,1043,1096,3683,3915,953,799,913,839,960,1180,231,586,1180,1491,14105,14907,17802,17869,7034,5650,2548,2831,3766,3544,6715,6596,208,171,2614,2674,3391,3265,3031,3172,3138,2908,2766,4100,1509,1393,1417,1449,705,767,2045,2316,9338,6963,4142,3980,254,222,7868,9498,419,442,1570,1229,94,102,3128,2108,1110,227,718,2715,1797,1034,134,795,1468,602,600,422,466,8000,7659,9157,7963,218,363,6206,6418,3027,3425,2555,2586,2382,2222,3699,2184,2127,1938,1924,1748,1976,2430,10776,9612,12985,14935,10716,8768,3307,3952,3326,3688,3033,2034,9340,8299,1340,1075,8134,9531,995,1419,4465,5019,4283,4803,4159,4595,13235,12101,1873,2458,4079,2634,5525,5810,27,0,29,11,252,87,1484,711,3147,3296,9284,8985,3574,3604,528,482,19720,14235,2210,2261,2338,2370,3381,3066,466,271,7828,8939,3122,3458,1319,1751,1354,1242,354,2,449,30,173,94,2138,0
315,11110,8443,9602,8419,2003,2866,9574,9208,12217,13399,3098,2530,2493,2468,2526,2057,5425,4994,4713,4778,5784,5648,10815,10468,12426,13455,8405,6849,10489,10082,7369,11690,6907,5989,12550,11367,6963,7244,20463,17280,2699,2767,13096,13954,1006,1270,1073,1285,17253,15947,3105,2534,14604,13769,3418,4571,5400,5316,8570,8795,2330,3126,368,465,1561,1256,11342,11379,7471,8703,6070,6163,2075,2444,4270,4212,4632,4135,4472,4332,1428,1632,6336,6327,667,723,342,276,646,858,301,319,204,167,55616,56187,1832,1992,2665,2491,1660,1414,923,1099,3507,3374,559,424,651,867,668,923,245,602,1644,1871,14225,14963,17531,17280,6821,5891,3354,3546,5082,5307,6700,6963,403,408,2379,2430,3115,2917,2883,3156,2933,2882,2792,3282,1502,1727,1333,1335,567,969,2221,2134,9765,5942,4105,4710,227,185,7106,9059,435,433,1744,1648,94,106,6142,5712,3423,533,1159,6432,6467,3497,442,1322,3632,1292,1219,765,807,7278,7496,7865,6844,94,117,6053,6257,2799,3945,1658,2150,1915,2047,2219,1431,2080,1867,2015,1844,1565,2345,9141,9296,12244,14481,8289,8122,3913,4119,3112,3326,2396,1980,8909,8348,1440,1590,9804,9818,1206,1461,5379,5826,3908,4711,3026,3506,9354,10741,1883,2338,3418,3604,6074,5678,85,0,37,138,197,94,1249,811,3244,3210,8352,7285,2646,2310,505,510,20832,12975,2679,2316,3367,3490,4332,3548,603,104,9930,8225,3469,3400,2013,2539,1971,1595,375,2,359,18,282,187,4010,0
316,10568,8398,9094,8201,2120,2875,8494,8855,12792,13485,3054,2330,2599,2504,2354,2041,5564,5379,4922,4863,5921,5891,10616,10517,11495,12927,8654,6749,10514,10133,7696,11771,6680,5567,12100,11094,6691,7160,20191,17078,2818,2743,13140,14636,1025,1329,1127,1227,17584,16723,2885,2774,13898,13221,3077,4330,5075,4682,8665,8566,2433,3038,326,501,1523,1359,11326,11075,7389,8464,6061,6257,1934,2467,4191,4205,4471,4024,4441,4407,1328,1479,5972,6211,607,723,287,294,563,799,298,269,213,261,55199,56484,1924,2099,2461,2440,1618,1350,976,971,3434,3553,494,540,603,732,718,909,238,537,1702,1948,13859,15100,17607,16909,6809,5919,3203,3375,4639,5204,6496,6833,450,366,2419,2358,2924,2929,2913,3252,2776,2827,2802,3434,1556,1785,1305,1242,544,862,2384,2119,9461,5729,4374,4845,301,167,7343,8848,436,387,1721,1472,127,111,6591,5961,3646,637,1291,6845,6404,3815,501,1496,3722,1315,1155,730,770,7072,7417,7758,6499,78,206,5842,6220,2948,3702,2001,2142,1878,1924,2402,1416,2008,1829,2115,1980,1586,2289,9711,9194,12391,14110,8477,7825,4000,4012,3040,3094,2069,1785,8649,8231,1590,1437,9547,9792,1226,1435,5525,5443,4151,4792,2836,3467,9331,10774,1851,2440,3567,3483,6044,5673,88,0,51,118,190,104,1194,772,3186,3107,7969,7125,2876,2632,408,519,20087,12516,2256,2164,3474,3472,4685,4145,567,173,9561,8717,3305,3245,1917,2495,1830,1697,400,0,417,16,284,206,4149,0
317,10595,8262,9389,8097,1894,2820,8937,8658,11298,12332,2952,2548,2604,2665,2367,1815,5191,4798,4715,4592,5427,5538,10148,9704,11936,13813,7854,6540,9765,9006,6768,10769,6678,5606,11976,10878,6376,6807,20201,16953,2516,2681,11850,13523,821,1229,1002,1101,16939,15835,2955,2122,14014,13961,3885,4801,5059,4884,8558,8187,2215,2961,336,498,1491,1387,10859,10739,6993,8178,6195,6330,1911,2370,4137,4065,4233,3961,4434,4334,1372,1414,6163,6295,637,751,276,275,603,728,248,299,271,146,53751,54069,1962,2112,2493,2363,1586,1440,941,1048,3177,3390,588,510,603,695,672,862,206,480,1407,1806,13901,15068,17610,17148,7193,5863,3187,3333,5126,5144,6599,6858,487,392,2446,2402,2838,2943,2778,3078,2613,2535,2477,3274,1447,1634,1180,1240,579,897,2365,1909,9990,5870,4014,4762,305,175,6993,8556,466,380,1656,1535,81,102,7360,6956,4314,684,1324,7271,7499,4439,565,1546,3875,1366,1057,772,793,7202,7752,7520,6852,74,182,5972,5822,2799,3666,1741,1987,1822,2017,2043,1342,2131,1806,2011,1966,1591,2289,8802,8760,12775,13754,7686,7670,3578,3275,2368,3207,2089,1823,8271,7884,1570,1430,9832,9421,1437,1365,5079,5197,3901,4673,2725,3307,9117,11133,1873,2437,3256,3400,5961,5910,87,0,30,94,217,102,1129,649,3247,3101,7550,6809,2785,2511,535,438,19853,12871,2512,2479,3572,3820,5172,4395,561,155,10312,9301,3882,3752,2219,2838,2078,1908,410,0,366,15,327,261,4098,0
318,10628,8348,8554,7677,1790,2465,9449,7962,10577,11479,2822,2623,2491,2479,2061,1897,4836,4885,4497,4406,5441,5386,9621,9494,12006,14378,7531,6381,9494,8621,6471,10475,7171,6142,11999,10560,6606,7130,19185,16093,2780,2683,10895,13209,1120,1129,1006,948,16575,16603,2873,1999,14553,14031,4504,5023,5102,5075,8489,8510,2236,2766,308,472,1505,1377,10783,10588,6977,7955,6234,6283,1676,2307,4124,3957,4323,3957,4319,4112,1256,1463,6119,6077,679,735,275,276,558,716,280,322,247,160,53774,54637,1848,2108,2461,2412,1656,1284,1024,978,3242,3358,579,428,654,741,630,922,257,403,1507,1728,13017,13588,18006,17021,7113,5956,3061,3270,4780,5393,6747,6882,470,417,2412,2303,2904,2853,3020,3064,2862,2655,2625,3026,1303,1586,1284,1261,614,841,2224,2003,9732,6221,4121,4511,222,148,6826,7997,431,387,1716,1477,95,101,7121,7512,4699,848,1370,7081,7649,5030,647,1590,4188,1201,1356,795,792,7387,7434,7450,6636,51,145,6047,5875,2602,3259,1572,2003,1822,1709,1758,1310,1704,1493,2078,1822,1539,2268,8631,8420,12838,13922,7485,7828,3428,3114,2720,3209,2138,1829,8333,7621,1199,1257,9269,9248,1110,1234,4144,4987,3915,4789,2537,3281,9285,10544,2076,2750,2876,3252,5901,5801,22,0,32,94,152,80,1075,709,3275,3136,7756,6673,2727,2623,512,503,18644,11920,2381,2250,3592,4107,4864,4530,574,104,8971,8422,3578,3388,1983,2634,1946,1616,352,0,412,11,299,236,4084,0
319,11117,9380,8549,8529,2173,4237,10324,9547,14399,15749,4791,2727,3876,2910,3486,3033,6302,5379,5350,5009,5151,5444,13994,14390,12919,16814,9588,7060,8881,9164,8164,11973,6304,6812,11319,10284,5794,5843,15496,17218,2539,2396,12418,13286,1020,1486,719,1083,18211,17227,3089,2250,18494,15678,3474,4871,5807,5272,9196,8159,1950,2391,516,776,1693,1452,11704,11426,7357,8387,6796,7339,2031,2017,3465,3678,3528,3340,4446,4232,1579,1584,5425,5446,593,672,296,317,603,677,211,370,326,227,53659,54630,1739,1732,2126,2147,1421,1199,885,837,2838,3026,540,465,616,725,739,865,240,524,1711,1945,13557,13880,18827,17547,7540,6457,2802,3112,4847,4731,7002,6738,403,308,2312,2270,2746,2834,2634,2690,2889,3107,2518,3057,1498,1690,1210,1208,675,769,2372,2284,9637,5740,3439,4877,211,153,7663,9408,510,484,1449,1185,85,92,10143,4857,3477,220,1145,6527,2978,2345,264,1512,2681,1581,1465,726,549,7735,7399,6719,7274,83,261,7774,7796,3757,4121,2245,1908,2753,2154,3996,2423,2375,2040,2134,1853,1830,2345,12590,12124,14230,16816,9470,8473,4066,3600,2697,2948,2071,2263,9004,8324,1394,1359,8976,9809,1275,1067,4754,4972,4341,5267,3193,4439,12045,11115,1574,2470,4244,2964,6490,6323,104,0,88,106,167,80,1452,670,2704,2806,7926,7415,2676,2417,405,435,24378,18867,3970,3419,2836,2584,3542,3634,324,178,13080,13887,5037,4275,1959,2347,1755,1542,303,16,350,20,308,183,2845,0
320,11224,9559,8983,8702,2040,4326,10366,9581,13101,14759,4617,2700,4007,3022,3388,2975,5975,5311,5014,4956,5075,5383,14014,13592,12838,16774,9647,6953,8396,8790,7153,12216,6575,6615,11402,9654,5481,5724,15084,17842,2437,2243,11521,12360,969,1108,695,927,17317,16508,3150,2477,18786,15617,4648,5796,5870,5260,9354,8399,1997,2425,442,776,1748,1649,11024,10862,7048,8485,6925,7113,2159,2054,3571,3729,3484,3462,4346,4379,1721,1658,5427,5590,607,695,308,273,667,790,201,257,227,248,52571,53408,1653,1846,2314,2309,1400,1329,883,862,2743,2957,572,503,674,744,667,960,187,447,1553,1844,13859,14451,19213,18190,7429,6438,2832,3249,4972,4645,6902,7035,433,291,2145,2217,2595,2685,2750,2639,3068,2766,2435,3005,1489,1642,1264,1229,600,793,2291,2382,9516,5722,3238,4560,210,129,7946,9974,484,447,1488,1191,111,90,11254,5502,4028,259,1368,7517,3539,2838,261,1591,2948,1748,1345,725,552,7580,7740,7529,7524,136,331,7406,7668,3748,4186,2289,1867,2799,2219,3836,2340,2349,1980,2207,1841,1769,2428,12289,11196,14527,16830,9167,8046,3903,3551,2410,2802,2229,2505,8700,7914,1398,1264,8726,10300,1280,1305,4761,5386,4207,5165,3175,4683,12627,11110,1690,2678,4283,3107,6633,6318,94,0,74,76,196,66,1456,586,2864,2711,7359,6926,2991,2426,405,454,26195,19857,4365,4042,2917,2628,4073,3755,468,220,13581,14453,5019,4448,2321,2574,2108,1742,327,0,342,8,306,233,2848,0
321,11439,9786,11180,9394,2277,4036,9029,8471,14379,14743,4123,3850,4079,3133,3212,3857,5052,3906,4407,4298,6035,5699,11827,11256,12664,16241,7796,6251,7318,8921,7195,10735,5661,5798,11809,10999,4894,4550,15886,13040,1966,1904,11832,12122,981,1210,614,825,15937,14543,3442,3094,15812,18786,4959,5968,7918,6475,10155,8558,1894,2730,305,561,1630,1512,10737,10728,7694,9301,5566,6719,1934,2384,3623,4107,3511,3379,4581,4532,1568,1628,5928,6123,575,602,264,243,530,679,257,331,384,333,52656,54294,1985,2129,2217,2101,1941,1549,911,950,3616,3864,804,806,586,758,888,1029,222,510,1011,1359,12354,12729,16167,15511,5648,5290,2456,2727,4240,4372,5924,5713,352,331,2310,2224,2618,2534,2607,2774,2734,2931,2217,2864,1456,1500,1094,1284,616,823,2015,2094,8637,5724,3101,3383,206,164,7106,8078,350,436,1280,1122,59,60,5873,5318,2980,234,1002,6995,6123,3103,250,1347,2208,1565,1387,653,695,7141,7211,7844,6805,60,176,5872,5212,3251,3170,2235,3061,2421,2045,3114,2258,1946,1414,1823,1663,1741,2256,10646,9751,14096,16034,7295,7331,2913,3560,2737,2555,1967,1730,8081,8051,1169,1168,7624,7594,925,857,4073,4418,3978,4091,3495,4771,10447,12806,1939,2567,4863,3834,7415,6576,4,0,53,74,131,90,1421,797,2519,3128,8837,8208,3075,3036,438,552,19150,14466,2512,2504,2651,2305,3121,2776,291,349,9225,8775,2824,2642,1758,2764,1252,1113,340,4,347,25,282,225,2512,0
322,10702,8995,10191,8756,2368,3889,8656,7904,13859,14404,3669,3804,4156,3063,3042,3824,5074,3992,4370,4808,6098,5734,11328,10194,11936,14945,7190,5794,6953,8710,6756,9813,5457,5692,11546,10579,4915,4465,16032,13196,1853,1880,11505,12012,1052,1242,746,777,15397,14149,3637,3149,16984,18876,5277,6462,7981,6724,10184,8078,2029,2801,276,621,1781,1648,10273,10556,7517,9185,5473,6645,1586,2229,3709,3931,3453,3319,4381,4268,1505,1586,6012,6033,551,584,289,233,605,693,213,271,320,276,51830,53860,1994,2298,2393,2166,2052,1758,848,885,3490,3912,726,672,538,946,876,1120,196,392,813,1479,12985,13513,16919,16362,5988,5557,2446,2683,4321,4602,5916,5958,408,299,2417,2328,2890,2644,2727,2834,2746,2771,2157,2975,1350,1512,1111,1213,621,793,1850,2099,9322,6200,3175,3363,259,152,7114,8308,327,429,1296,1078,85,81,6406,5916,3317,224,1096,7499,6413,3328,213,1495,2259,1605,1428,734,656,7271,7109,7513,7107,153,210,5715,4949,3307,3143,2214,2737,2491,1990,3238,2425,1908,1477,1969,1711,1695,2305,9899,9273,14128,16271,6970,7301,3017,3722,2746,2460,1760,1577,7730,7890,1282,1078,7621,7759,955,978,3836,4021,4047,4116,3504,4987,10665,12648,2034,2514,4975,3753,7425,6371,4,0,32,122,108,74,1308,686,2586,3179,8190,7837,3105,3281,454,544,18923,13805,2307,2200,2730,2409,3191,2802,382,426,8951,7972,2999,2982,2024,2962,1477,1247,276,4,291,27,285,229,2240,0
323,10350,8753,10637,8964,2342,3901,8424,7716,14358,14321,3818,3929,4290,3224,3105,3708,5133,4058,4471,4557,6313,5800,11256,10249,11706,15126,7457,5803,7111,9034,6819,9997,5659,5791,11910,10493,5112,4493,15933,13177,1945,1888,11178,11762,930,1287,651,741,15620,13871,3759,3300,16638,18375,5383,6380,8218,6743,10470,8531,1996,2818,320,644,1760,1612,10338,10605,7484,9331,5381,6640,1658,2143,3688,3938,3727,3579,4653,4330,1465,1503,5847,6037,561,603,257,236,591,714,275,269,368,241,51689,53556,1996,2207,2289,2192,1997,1644,841,911,3513,3834,786,734,572,895,823,1171,222,480,763,1263,12423,13377,16949,16696,6012,5601,2537,2817,4599,4499,5958,6065,452,400,2361,2273,2822,2690,2678,2901,2831,2857,2233,2857,1398,1528,1169,1247,670,823,1783,2071,9392,6049,2933,3300,257,129,6970,7779,391,408,1256,1173,73,81,7543,6817,3864,266,1256,8368,7135,3875,233,1591,2428,2004,1679,705,691,7353,7675,7709,6953,88,222,6046,4910,3316,2887,2156,2875,2532,2120,3172,2075,1866,1389,1927,1758,1725,2164,10394,9461,14307,15527,6991,7385,2755,3456,2658,2368,1839,1621,7689,7705,1324,1134,7830,7561,1055,811,3880,3859,4008,4420,3922,4924,10591,12739,1857,2368,5100,3959,7538,6603,4,0,50,101,117,69,1435,795,2760,3154,8218,7629,3265,3409,473,516,18377,14082,2493,2300,3054,2537,3780,3152,400,596,8797,8292,2882,3119,2212,3149,1672,1451,301,0,361,20,313,266,2259,0
324,8772,7292,7992,7819,2674,3119,6786,6613,9486,10129,2358,1955,3724,3244,2446,2860,4652,4525,3391,3903,5068,4497,9565,10022,9305,14972,7244,5476,8213,7570,5293,10475,5858,6682,9779,9044,4421,4884,13087,12634,2375,2084,9301,11017,973,846,679,741,13675,11787,2275,2096,14279,16137,3680,5559,6963,6525,9020,8580,2196,2419,475,688,2050,1980,10862,10677,6837,9280,6533,7090,1401,1723,3274,3669,4778,3664,3541,3193,1456,1382,4638,4622,500,603,254,211,561,684,240,284,113,166,45245,47303,1354,1600,2001,1859,1514,1289,799,860,3172,3124,412,405,459,698,697,726,157,419,1148,1266,9162,9487,10136,10764,3827,2969,2381,2324,3797,3637,5112,5557,475,486,2091,1973,2261,2377,2351,2359,2809,2584,2062,2022,1366,1257,1096,1062,510,799,1398,1384,7004,5425,2922,2846,215,46,5270,6105,331,285,1240,1097,48,74,10862,12063,5054,482,1648,10632,11321,6800,570,2071,1426,1127,1106,916,816,6323,6023,6504,6380,118,146,4221,4588,2416,2426,1394,1285,1992,2055,2238,1952,1118,1308,1430,1242,1472,1887,9057,7410,8081,11379,6392,5872,3432,3084,1836,2036,1604,1679,6392,6480,790,959,5815,6030,1111,944,3344,2908,3228,3813,2523,2534,10110,12317,1122,2115,4353,3305,5455,5427,16,0,67,74,155,55,995,760,2551,2614,7698,6738,2022,1932,415,373,16522,12309,2871,3217,2688,2727,4019,3370,276,298,7125,9978,3857,4036,1111,1704,772,1178,333,4,371,15,561,489,2073,1
325,9603,6589,8151,7484,2570,2838,6909,6367,10400,9646,2403,2106,3622,3361,2449,3247,4260,4107,3787,4321,4972,4922,8788,9920,10124,14186,6809,4961,9227,7893,5870,9767,5418,5571,9431,8826,4149,4288,12187,12221,2064,1764,9484,10461,728,934,644,718,12987,11358,2358,2094,15584,16577,3493,5360,6652,5958,8802,8594,1992,2212,417,496,1897,1834,9783,10168,6743,9313,6014,6334,1372,1581,3604,3625,3736,3903,3539,3437,1437,1315,4525,4773,422,567,213,222,582,774,167,224,169,218,44306,46412,1500,1612,1971,1811,1517,1475,770,790,2892,3005,533,584,494,675,667,630,157,387,1050,1182,8900,8992,11073,11142,4142,3270,2563,2409,3817,3894,5292,5615,445,500,1966,2189,2358,2084,2175,2374,2484,2671,2226,2349,1205,1284,1085,1073,556,811,1215,1356,7498,5532,2697,2869,167,73,5531,5717,264,289,1199,1036,67,71,12358,14559,6429,514,1911,12064,13342,8735,726,2618,1467,1623,1755,960,827,7132,5898,6953,5880,217,291,5400,4515,2526,2600,1210,1619,2243,1915,2713,2342,1704,1528,1491,1423,1396,1983,8359,7937,9584,11822,6035,5819,4082,2852,1829,1904,1767,1709,6496,6348,974,973,5757,5907,1268,871,3191,2903,3063,3602,2305,3370,9908,11498,1182,1959,4272,3054,5749,5290,16,0,51,48,169,71,1292,820,2381,2748,7072,6081,2403,1911,359,342,20602,14754,2838,3300,2991,3019,3801,3565,240,282,8419,10568,4652,4618,1389,1753,1096,1452,373,0,350,8,844,574,1971,1
326,8874,6318,7828,7388,2739,2924,6506,6218,8990,8598,2366,2145,3507,3036,2734,2922,4121,3970,3664,4054,4602,4474,8972,8934,8515,14291,6462,4831,7812,7204,5253,8865,5856,6174,9382,8700,4200,4147,11883,11725,1902,1795,8772,9415,844,927,626,626,12643,10879,2180,2094,14701,15724,3446,4836,6937,6399,8923,8659,1887,1996,466,517,1906,1818,9127,9834,6926,9081,5798,6151,1182,1466,3477,3627,4260,4267,3469,3513,1423,1444,4455,4854,465,575,171,206,559,626,171,245,190,145,44831,46672,1407,1546,1916,1864,1525,1336,795,837,3045,3013,472,487,561,630,619,872,197,429,932,1094,8100,7983,11108,10424,4026,3040,2649,2511,4043,4052,5441,5699,530,549,2080,2222,2374,2222,2467,2504,2400,2549,2071,2189,1231,1201,1083,1145,563,813,1171,1117,7555,6316,2588,2644,94,109,5128,5583,264,315,1145,1057,71,67,15151,17986,8382,637,2458,14165,16320,10721,1315,3644,1714,2075,2338,1217,1038,6299,5764,5785,5309,152,264,4502,4195,2205,2263,1291,1400,2252,1908,2475,1941,1528,1523,1459,1227,1152,1623,8245,6752,8517,11590,7229,5877,3504,2512,2089,1591,1641,1584,6503,6306,922,888,5548,5808,1069,704,3003,2639,3138,3600,2323,3175,10059,11210,1212,2126,4428,3230,5824,5808,11,0,76,39,169,62,1104,783,2572,2750,7183,6351,2154,1953,421,385,20751,15318,2632,3198,3354,3442,4414,4321,252,117,7724,9072,4543,5121,1354,1626,1117,1667,322,0,357,0,1001,820,2064,1
327,9220,8329,11110,8598,2824,4413,10009,8378,14792,14567,3349,3692,3358,2560,2966,3142,4910,4137,4392,4167,5135,6081,11950,11776,11665,15968,8707,7144,9551,9452,6916,12353,7329,6053,11882,11787,5582,6162,14314,14691,2776,2546,11579,12567,1111,1312,828,855,17710,16392,2808,3098,18567,16640,4200,5580,7608,5485,9990,9410,2502,2917,319,598,1806,1533,11910,12180,8368,9864,6787,6524,1820,2133,3472,3483,3915,3920,4177,4225,1525,1623,5800,5849,528,668,313,259,712,737,269,305,292,222,49297,49446,1885,2020,2298,2386,1428,1217,969,987,2936,3145,486,458,668,700,690,869,203,584,1335,1623,13794,14256,16420,16441,6293,5590,2841,3463,4151,4195,6552,6698,378,273,2242,2342,3210,3193,2795,2882,2966,2809,3103,3356,1549,1771,1245,1205,598,744,1899,1887,9588,5879,3836,4383,252,173,7506,8241,364,540,1451,1430,69,88,6478,5332,3265,389,1394,5807,4341,2537,331,1104,2354,1275,1259,630,649,6627,7128,8950,7294,148,313,6649,5771,4043,4087,2156,1997,2414,1781,2931,2171,2022,1526,2078,1641,1716,2182,10284,9391,11899,14302,9960,8777,4291,4228,2635,3242,2382,1818,8616,9023,1472,1380,8382,9222,1118,1256,5344,4715,4791,5698,3822,4293,12184,11892,1625,2229,4606,3110,6478,6211,15,0,32,102,215,92,1799,804,3317,3599,8380,7694,2685,2421,422,459,23912,17315,2737,2845,2627,2973,3644,3312,194,194,9015,9516,4156,4237,1651,1913,1280,1213,338,11,359,30,273,248,3230,0
328,8955,8171,9811,8222,2576,3985,9124,7573,13478,12702,2838,3346,3381,2718,2616,2859,5197,4049,4529,4300,5450,5838,11242,10699,11250,15742,8433,6692,9051,8992,6824,12347,7904,6007,10976,11191,5306,5385,14023,14307,2226,2526,11570,11920,1067,1185,848,776,16965,15733,2802,3261,19326,17515,4493,5684,8034,5710,10032,9370,2475,2704,375,531,1774,1503,11382,11185,7803,8958,6459,6511,1750,2122,3455,3449,3845,3734,3984,3884,1328,1535,5712,5780,526,612,240,227,700,709,217,240,245,255,48317,48731,1934,1943,2287,2312,1414,1343,939,936,3005,3154,505,421,663,679,777,844,236,554,1387,1767,13696,14093,16394,16084,6295,5557,2839,3317,4207,4212,6626,6698,422,338,2330,2307,3129,3150,2755,2889,2841,2678,3036,3203,1581,1670,1215,1141,619,744,1953,1897,10263,5958,3796,4483,236,178,7355,7812,378,424,1366,1266,71,90,8062,6740,4175,473,1595,7364,5694,3286,359,1384,2825,1213,1208,777,712,6986,6981,8763,7499,171,284,6418,5434,3725,3692,1864,1776,2326,1846,2725,2416,2006,1498,2105,1802,1579,2098,9702,9099,11999,14951,9711,8266,3792,4131,2463,3150,2328,1739,8526,8633,1331,1254,8303,8862,1073,1305,4708,4376,4682,5450,3852,4348,12442,13017,1488,2247,4667,3256,6882,6184,8,0,43,85,213,74,1665,681,3231,3303,7703,7387,2542,2607,426,473,25411,18039,2959,3012,2890,3321,4038,3912,238,231,9911,10917,4852,4627,2187,2266,1479,1340,273,8,338,23,322,282,3375,0
